SMILES,top1_pActivity
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,4.81
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-n3cccn3)cc2)C1,4.04
NC[C@@H]1CCN(c2cc3c(cc2F)c(=O)n(N)c(=O)n3Cc2ccc(-c3ccccc3)cc2)C1,4.59
NC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(Cc4ccc(-c5ccccc5)cc4)c3c2)C1,4.21
NC[C@@H]1CCN(c2ccc3c(=O)c(C(=O)O)cn(Cc4ccc(-n5cccn5)cc4)c3c2)C1,4.21
NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.57
N[C@@H]1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3Cc2ccc(-c3ccccc3)cc2)C1,4.2
N[C@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2Oc2cc([N+](=O)[O-])ccc2-4)C1,5.11
Nc1ccc(-c2ccc(-c3c4nc(c(-c5ccc(-c6ccc(N)cc6)cc5)c5ccc([nH]5)c(-c5ccncc5)c5nc(c(-c6ccncc6)c6ccc3[nH]6)C=C5)C=C4)cc2)cc1,4.140000000000001
Nc1ccc(-c2ccc3ncc(-c4nnco4)c(NCCCn4ccnc4)c3c2)cc1,6.609999999999999
Nc1ccc2c(c1)Oc1c(F)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.5
Nc1ccc2c(c1)Oc1c(N3CCC(N4CCCCC4)CC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.11
Nc1ccc2c(c1)Oc1c(N3CCOCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.81
Nc1ccc2c(c1)Oc1c(N3CC[C@@H](N)C3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(N3CC[C@H](N)C3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,5.41
Nc1ccc2c(c1)Oc1c(NCCN3CCOCC3)c(F)cc3c(=O)c(C(=O)O)cn-2c13,4.93
O=C(CCCCCOc1ccc(-c2nc3ccccc3c3cc(-c4ccccc4)nn23)cc1)NO,4.78
O=C(CO)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,5.55
O=C(NC1=NCCS1)c1cc(O)c(O)c(O)c1,4.46
O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccc1,7.28
O=C(NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O)c1ccccn1,7.05
O=C(NNC(=S)Nc1ccc(Br)cc1)c1cc2c([nH]c3ccccc32)c(-c2cccc(O)c2)n1,5.24
O=C(Nc1ccc(NC(=O)c2cc(O)c(O)c(O)c2)cc1)c1cc(O)c(O)c(O)c1,5.85
O=C(Nc1ccc(NC(=O)c2ccc(O)c(O)c2)cc1)c1ccc(O)c(O)c1,5.58
O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Nc1cccc(C(F)(F)F)c1,3.978645286918577
O=C(Nc1cccc(NC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(O)c1,5.8
O=C(Nc1cccc(NC(=O)c2ccc(O)c(O)c2)c1)c1ccc(O)c(O)c1,5.0
O=C(Nc1ccccc1)NN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.6
O=C(Nc1ccccc1NC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,6.225
O=C(Nc1ccccc1NC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,5.19
O=C(Nc1nc2ccccc2s1)c1cc(O)c(O)c(O)c1,5.09
O=C(Nc1nc2ccccc2s1)c1ccc(O)c(O)c1,4.77
O=C(O)CCC/C=C\CC/C=C\Cc1ccccc1,6.17
O=C(O)CCCN1C(=O)c2ccccc2C2C(=O)c3ccccc3C21,5.31
O=C(O)CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,5.02
O=C(O)C[C@@H]1C(=O)O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]2O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]3OC(=O)c2cc(O)c(O)c3c2[C@H]1[C@H](O)C(=O)O3,7.15
O=C(O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,4.4
O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,5.975
O=C(O)c1ccc(NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1,6.8
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cc(N3CC4CNCC4C3)c(F)cc2c1=O,4.48
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cc(N3C[C@H]4CCNC[C@H]4C3)c(F)cc2c1=O,4.21
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cc(NC[C@@H]3CCNC3)c(F)cc2c1=O,3.9833844524428224
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cc(NC[C@H]3CCNC3)c(F)cc2c1=O,3.9982662871909995
O=C(O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cc(N3CC4CNCC4C3)c(F)cc2c1=O,3.763210900590707
O=C(O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cc(N3C[C@H]4CCNC[C@H]4C3)c(F)cc2c1=O,4.5
O=C(O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cc(NC[C@@H]3CCNC3)c(F)cc2c1=O,3.6989700043360187
O=C(O)c1cn(Cc2ccc(-n3cccn3)cc2)c2cc(NC[C@H]3CCNC3)c(F)cc2c1=O,3.7272304134482406
O=C(O)c1cn2c3c(c(F)c(F)cc3c1=O)Oc1cc([N+](=O)[O-])c(Cl)cc1-2,4.5
O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1,4.4
O=C(Oc1cccc2c1C(=O)C=CC2=O)c1ccccc1,4.04
O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(C(C3=C(O)C(=O)c4ccccc4C3=O)C3=C(O)C(=O)c4ccccc4C3=O)cc2)C(=O)c2ccccc21,4.22
O=C1C=CC(=O)c2c(O)cccc21,5.08
O=C1C=CC(=O)c2cc(OCc3ccccc3)ccc21,4.27
O=C1NC(=O)c2c1c1c([nH]c3cccc(O)c31)c1c2c2c(O)cccc2n1C1OC(CO)C(O)C(O)C1O,4.44
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3[nH]c1c1c2c2cc(F)c(F)cc2n1C1OC(CF)C(O)C(O)C1O,5.52
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3[nH]c1c1c2c2cc(F)c(F)cc2n1C1OC(CO)C(F)C(O)C1O,6.12
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3sc1c1c2c2cc(F)c(F)cc2n1C1OC(CF)C(O)C(O)C1O,5.82
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3sc1c1c2c2cc(F)c(F)cc2n1C1OC(CO)C(F)(F)C(O)C1O,6.3
O=C1NC(=O)c2c1c1c3cc(F)c(F)cc3sc1c1c2c2cc(F)c(F)cc2n1C1OC(CO)C(F)C(O)C1O,7.4
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cc(F)ccc2n1C1OC(CF)C(O)C(O)C1O,5.84
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cc(F)ccc2n1C1OC(CO)C(F)(F)C(O)C1O,7.1
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cc(F)ccc2n1C1OC(CO)C(F)C(O)C1O,6.96
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cc(F)ccc2n1C1OC(CO)C(O)C(O)C1O,6.62
O=C1NC(=O)c2c1c1c3cc(F)ccc3[nH]c1c1c2c2cc(F)ccc2n1C1OC(COF)C(F)C(O)C1O,6.39
O=C1NC(=O)c2c1c1c3cc(F)ccc3sc1c1c2c2cc(F)ccc2n1C1OC(CF)C(O)C(O)C1O,6.38
O=C1NC(=O)c2c1c1c3cc(O)ccc3[nH]c1c1c2c2cc(O)ccc2n1C1OC(CO)C(O)C(O)C1O,5.82
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2ccc(F)cc2n1C1OC(CO)C(F)C(O)C1O,6.7
O=C1NC(=O)c2c1c1c3ccc(O)cc3[nH]c1c1c2c2ccc(O)cc2n1C1OC(CO)C(O)C(O)C1O,6.58
O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1c2c2cccc(O)c2n1C1OC(CO)C(O)C(O)C1O,5.205
O=C1NC(=S)N/C1=C/c1ccc(-c2cccnc2)s1,4.56
O=C1OCc2c(cc3n(c2=O)Cc2cc4ccccc4nc2-3)C1(O)CCBr,5.51
O=C1OCc2c(cc3n(c2=O)Cc2cc4ccccc4nc2-3)C1(O)CCO,5.02
O=C1Oc2cc(O)ccc2/C1=C\c1ccc(O)cc1,3.5128616245228135
O=C1Oc2ccc(O)cc2/C1=C\c1cc(O)c(O)c(O)c1,5.52
O=C1Oc2ccc(O)cc2/C1=C\c1ccc(O)c(O)c1,5.22
O=C1Oc2ccc(O)cc2/C1=C\c1ccc(O)cc1,3.2557070168773237
O=C1Oc2ccc(O)cc2/C1=C\c1ccccc1,3.0177287669604316
O=C1Oc2ccccc2/C1=C\c1cc(O)c(O)c(O)c1,5.4
O=C1Oc2ccccc2/C1=C\c1ccc(F)cc1,3.406713932979543
O=C1Oc2ccccc2/C1=C\c1ccc(O)c(O)c1,3.795880017344075
O=C1Oc2ccccc2/C1=C\c1ccc(O)cc1,3.6020599913279625
O=C1Oc2ccccc2/C1=C\c1ccc([N+](=O)[O-])cc1,3.9208187539523753
O=C1Oc2ccccc2/C1=C\c1cccc(O)c1,3.5816987086802543
O=C1c2c(c3c4c(O)cccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,6.31
O=C1c2c(c3c4cc(O)cc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cc(O)cc4c23)C(=O)N1NC(CO)CO,6.46
O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,6.89
O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.26
O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,6.68
O=C1c2c(c3c4cc(O)ccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,5.72
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cc(O)cc4c23)C(=O)N1NC(CO)CO,7.05
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,7.26
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.29
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,7.43
O=C1c2c(c3c4ccc(O)cc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,6.64
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cc(CO)ccn1,7.66
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc(CO)cc1,7.47
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc(CO)cn1,7.57
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc(CO)nc1,7.52
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc(O)cc1,7.92
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc2ccccc2n1,7.77
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccc[nH]1,7.52
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cccc(CO)c1,7.66
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cccc(CO)n1,8.48
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cccc(O)c1,7.7
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccccc1,7.6
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccccc1CO,7.8
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccccn1,7.52
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cccnc1,7.64
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccco1,7.42
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccnc(CO)c1,7.51
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccnc2ccccc12,7.7
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccncc1,7.66
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccncc1CO,7.54
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ccoc1,7.52
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cnc2ccccc2c1,7.52
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cncc(CO)c1,7.46
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cnccc1CO,7.6
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1cnccn1,7.46
O=C1c2c(c3c4ccc(O)cc4n(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NCc1ncccc1CO,7.72
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4C[C@@H](O)[C@H](O)[C@@H](CO)O4)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.89
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.0
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4OC[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.4
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@@H](C(O)CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.7
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](C(O)CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.38
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.58
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.5
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.64
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.1933333333333325
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,8.1
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.85
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.77
O=C1c2c(c3c4ccc(O)cc4n([C@H]4C[C@@H](O)[C@H](O)[C@@H](CO)O4)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.62
O=C1c2c(c3c4ccc(O)cc4n([C@H]4C[C@H](O)[C@@H](CO)O4)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.6
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.58
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.0
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.1
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.52
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.52
O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,7.77
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,6.24
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCC(O)CO,6.0
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCCO,6.37
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NCc1cccc(O)c1,6.52
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.8
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,6.29
O=C1c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccccc4c23)C(=O)N1NC(CO)CO,6.19
O=C1c2c(c3c4cccc(O)c4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,6.24
O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C(=O)N1NC(CO)CO,6.68
O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,6.19
O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4ccc(O)cc4c23)C(=O)N1NC(CO)CO,5.96
O=C1c2c(c3c4ccccc4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4cccc(O)c4c23)C(=O)N1NC(CO)CO,6.24
O=CNN1C(=O)c2c(c3c4cccc(O)c4n(C4OC(CO)C(O)C(O)C4O)c3c3[nH]c4c(O)cccc4c23)C1=O,6.16
O=P(c1ccccc1)(c1ccccc1)c1cccc2c(-c3ccc(F)cc3)cc(-c3ccc(F)c(F)c3)nc12,4.16
O=[N+]([O-])c1cccc(-c2cc(-c3ccc(-c4ccccc4)cc3)c3ncccc3n2)c1,4.17
O=c1c(C(c2ccc(C(c3c(O)oc4ccccc4c3=O)c3c(O)oc4ccccc4c3=O)cc2)c2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,5.0
O=c1c2ccc(Cl)cc2sc2c(N3CCNCC3)nc3ccccc3c12,5.0
O=c1oc2cc(O)ccc2c2c1[nH]c1ccc(O)cc12,7.42
[O-]c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,5.21
c1ccc(-c2cc(-c3ccccc3)c3ncccc3n2)cc1,4.95
c1ccc2c(c1)[nH]c1cnccc12,4.51
c1coc(-c2cc(-c3ccco3)nc(-c3ccco3)c2)c1,3.3010299956639813
c1coc(-c2cc(-c3cccs3)nc(-c3cccs3)c2)c1,4.3
c1coc(-c2ccnc(-c3cccs3)c2)c1,3.3979400086720375
